RunID,Data_Source_Name,Application_Name,Table_Name,Attribute_Name,inComingRule,Primary_key_val,ErrVal,ErrCd,Action,ErrMsg,Run_Timestamp
local-1597408445474,MS1,AIT1,AIT_Table_1,AppShortName,DQ6,304,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppFullName,DQ6,304,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppUseWebTech,DQ6,304,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,305,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppOwner,DQ6,306,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppStatus,DQ6,307,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,308,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,ApplicationType,DQ6,308,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppOwner,DQ6,308,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppShortName,DQ6,308,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppFullName,DQ6,308,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppStatus,DQ6,308,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppUseWebTech,DQ6,308,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppIntegrateWithOtherApps,DQ6,308,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppStatus,DQ6,311,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppFullName,DQ6,313,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppShortName,DQ6,321,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,ApplicationType,DQ6,326,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppOwner,DQ6,328,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppFullName,DQ6,331,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,333,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppStatus,DQ6,333,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,ApplicationType,DQ6,335,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppShortName,DQ6,336,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,340,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppStatus,DQ6,340,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppOwner,DQ6,343,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,ApplicationType,DQ6,344,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppStatus,DQ6,345,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppShortName,DQ6,351,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,352,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppFullName,DQ6,352,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,ApplicationType,DQ6,354,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,357,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppOwner,DQ6,358,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,362,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,ApplicationType,DQ6,366,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppShortName,DQ6,366,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppOwner,DQ6,370,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppFullName,DQ6,373,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,374,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,ApplicationType,DQ6,375,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,ApplicationType,DQ6,378,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,378,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppOwner,DQ6,378,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppShortName,DQ6,378,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppFullName,DQ6,378,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppStatus,DQ6,378,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppUseWebTech,DQ6,378,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppIntegrateWithOtherApps,DQ6,378,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppOwner,DQ6,382,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppShortName,DQ6,384,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,ApplicationType,DQ6,387,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,389,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppOwner,DQ6,394,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppFullName,DQ6,394,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,ApplicationType,DQ6,399,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppShortName,DQ6,399,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppOwner,DQ6,399,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
local-1597408445474,MS1,AIT1,AIT_Table_1,AppDescription,DQ6,400,null,ER6,warning,Acloumn has null Value,2020-08-14 18:04:18
